Date,order id,Product ,Qty,Unit Price (NGN),Total,Vendor,channel,Payment Method,Delivery Fee
2026-05-03,BD25012,Bottled Water,1,200,200,Alaga Spot,Walk In,transfer,500
12/05/2026,BD45358,Fried Rice,1,1800,1800,Munchies,APP,Cash,300
17/07/2026,BD68471,Jollof Rice,1,1800,1800,Butter N Crumbs,walkin,card,200
23/05/2026,BD47304,Chicken (piece),1,1500,1500,Butter N Crumbs,Phone,pos,300
2026-06-21,BD73997,  BEEF (PIECE)  ,3,800,2400,Jummie Kitchen,phone,Cash,500
24-Jun-2026,BD68886,Pounded Yam & Egusi,3,2500,7500,Butter N Crumbs,APP,cash,200
09/06/2026,BD49838,Zobo,2,500,1000,Butter N Crumbs,App,POS,0
12/07/2026,BD54025,Pounded Yam & Egusi,1,2500,2500,Amala Pavilion,app,pos,300
11/05/2026,BD32463,  MOI MOI  ,1,700,700,Amala Pavilion,walkin,card,0
04/06/2026,BD35736,Fried Rice,1,1800,1800,Butter N Crumbs,app,Cash,0
17-Jul-2026,BD86489,Jollof Rice,1,1800,1800,Alaga Spot,Phone,pos,0
10/05/2026,BD69552,Chicken (piece),2,1500,3000,Butter N Crumbs,Phone,Transfer,500
12/06/2026,BD13890,Beef (piece),1,NGN800,800,Jummie Kitchen,APP,Transfer,200
13/07/2026,BD70393,Soft Drink,3,400,1200,Jummie Kitchen,App,card,0
2026-07-21,BD43853,Jollof Rice,3,1800,5400,Alaga Spot,Walk In,cash,300
11/07/2026,BD84692,Pounded Yam & Egusi,1,2500,2500,Butter N Crumbs,phone,Transfer,500
2026-05-15,BD78125,White Rice & Stew,2,1500,3000,Jummie Kitchen,Phone,POS,0
29/06/2026,BD56362,Soft Drink,1,400,400,Alaga Spot,App,cash,0
14/07/2026,BD72534,White Rice & Stew,1,"NGN1,369",1369,Jummie Kitchen,phone,card,0
03/05/2026,BD52600,Chicken (piece),2,1500,3000,Alaga Spot,walkin,pos,200
2026-06-13,BD84473,Zobo,1,500,500,Butter N Crumbs,phone,Cash,0
13-Jul-2026,BD24545,White Rice & Stew,2,1500,3000,Alaga Spot,,,0
29/06/2026,BD54124,Meat Pie,1,800,800,Butter N Crumbs,App,POS,0
17/05/2026,BD14897,Chicken (piece),1,1500,1500,Jummie Kitchen,app,card,0
12/07/2026,BD60915,Amala & Ewedu,1,2000,2000,Alaga Spot,walkin,POS,0
03/05/2026,BD25866,Fried Rice,2,1800,3600,Butter N Crumbs,app,cash,500
11/06/2026,BD75578,Soft Drink,2,400,800,Butter N Crumbs,walk-in,POS,500
24/06/2026,BD87735,Bottled Water,1,200,200,Amala Pavilion,Walk In,transfer,300
07-Jul-2026,BD26688,Fried Rice,1,1800,1800,Munchies,walkin,pos,200
16/05/2026,BD77740,Moi Moi,3,700,2100,Butter N Crumbs,APP,transfer,300
2026-05-06,BD83620,Bottled Water,1,200,200,Munchies,phone,cash,300
06/06/2026,BD95089,Eba & Okra,1,1500,1500,Butter N Crumbs,phone,pos,200
19-May-2026,BD65601,Amala & Ewedu,2,2000,4000,Alaga Spot,phone,POS,0
29/06/2026,BD82373,Zobo,1,500,500,Alaga Spot,app,card,0
25/07/2026,BD94414,Beef (piece),2,800,1600,Alaga Spot,app,Cash,0
24/07/2026,BD15546,White Rice & Stew,1,1500,1500,Alaga Spot,walkin,cash,500
20/06/2026,BD65191,Pounded Yam & Egusi,1,2500,2500,Alaga Spot,app,POS,0
01/07/2026,BD23768,Meat Pie,1,800,800,Munchies,phone,Transfer,0
20/07/2026,BD38698,Soft Drink,1,400,400,Alaga Spot,Phone,Transfer,0
26-May-2026,BD53160,Chicken (piece),1,1500,1500,Alaga Spot,walk-in,POS,0
04-Jun-2026,BD49834,Pounded Yam & Egusi,1,2766,2766,Amala Pavilion,walk-in,transfer,0
11/05/2026,BD51973,Puff Puff (6pcs),1,500,500,Jummie Kitchen,walkin,Cash,0
23/06/2026,BD62421,Pounded Yam & Egusi,1,2500,2500,Jummie Kitchen,APP,Transfer,200
10/06/2026,BD49998,Bottled Water,1,200,200,Alaga Spot,APP,pos,300
08/07/2026,BD50819,Puff Puff (6pcs),1,500,500,Jummie Kitchen,APP,cash,500
21/07/2026,BD93888,Soft Drink,3,400,1200,Butter N Crumbs,app,Cash,500
16-May-2026,BD44734,  POUNDED YAM & EGUSI  ,2,2500,5000,Butter N Crumbs,phone,Transfer,200
01/07/2026,BD81511,Pounded Yam & Egusi,2,2500,5000,Alaga Spot,walkin,Cash,300
17/05/2026,BD62654,  POUNDED YAM & EGUSI  ,1,2500,2500,Jummie Kitchen,walk-in,transfer,300
21/07/2026,BD34652,  BEEF (PIECE)  ,1,800,800,Jummie Kitchen,app,POS,200
08/06/2026,BD34670,Jollof Rice,1,1800,1800,Alaga Spot,Phone,POS,0
19/06/2026,BD92232,White Rice & Stew,1,1500,1500,Munchies,App,card,200
03/07/2026,BD84471,Pounded Yam & Egusi,1,2500,2500,Munchies,Phone,transfer,0
07-Jul-2026,BD85609,Bottled Water,2,NGN200,400,Alaga Spot,walk-in,cash,0
04/07/2026,BD70917,Soft Drink,2,400,800,Munchies,Phone,Cash,200
10/07/2026,BD45885,  SOFT DRINK  ,1,400,400,Alaga Spot,walk-in,Transfer,0
24/05/2026,BD34832,Meat Pie,1,800,800,Alaga Spot,APP,card,500
2026-06-18,BD65876,  MOI MOI  ,1,700,700,Alaga Spot,App,pos,0
16/07/2026,BD35035,  POUNDED YAM & EGUSI  ,2,"NGN2,500",5000,Munchies,Walk In,transfer,0
13/07/2026,BD34817,Amala & Ewedu,1,2000,2000,Munchies,walk-in,Transfer,200
14/05/2026,BD71835,Jollof Rice,1,1800,1800,Alaga Spot,APP,pos,0
2026-07-10,BD15370,Zobo,2,500,1000,Jummie Kitchen,App,POS,300
16/06/2026,BD12588,Fish (piece),3,1200,3600,Butter N Crumbs,Phone,transfer,500
2026-05-03,BD64921,Pounded Yam & Egusi,2,2500,5000,Butter N Crumbs,walk-in,Cash,0
16-May-2026,BD30131,  POUNDED YAM & EGUSI  ,1,2607,2607,Munchies,phone,transfer,200
2026-05-23,BD80685,Zobo,1,500,500,Butter N Crumbs,Phone,POS,500
26/07/2026,BD88694,Puff Puff (6pcs),2,533,1066,Amala Pavilion,App,transfer,0
28/06/2026,BD17678,Eba & Okra,1,1500,1500,Munchies,Walk In,card,500
18/06/2026,BD99710,Bottled Water,1,200,200,Jummie Kitchen,phone,card,0
02/07/2026,BD24898,  MEAT PIE  ,2,800,1600,Amala Pavilion,Phone,Transfer,500
28/06/2026,BD79377,Jollof Rice,2,1800,3600,Amala Pavilion,walkin,Transfer,300
01/05/2026,BD28131,Moi Moi,3,700,2100,Munchies,app,pos,0
18/07/2026,BD48099,Amala & Ewedu,1,2000,2000,Amala Pavilion,Phone,transfer,500
08/05/2026,BD82616,Bottled Water,1,200,200,Amala Pavilion,APP,card,0
19/07/2026,BD35733,  FISH (PIECE)  ,2,1200,2400,Amala Pavilion,Walk In,Cash,0
30/05/2026,BD77195,Zobo,1,500,500,Butter N Crumbs,walkin,Cash,200
29/07/2026,BD85051,Soft Drink,3,400,1200,Jummie Kitchen,phone,Transfer,200
29/06/2026,BD76764,  FISH (PIECE)  ,1,1200,1200,Munchies,walkin,POS,300
24/06/2026,BD47128,Eba & Okra,2,1444,2888,Butter N Crumbs,APP,transfer,200
15/06/2026,BD62665,Eba & Okra,3,1500,4500,Alaga Spot,app,card,0
07/05/2026,BD66446,Bottled Water,1,NGN200,200,Amala Pavilion,walk-in,card,500
11/06/2026,BD91292,Bottled Water,2,199,398,Jummie Kitchen,app,Cash,500
13/06/2026,BD55043,Fried Rice,2,1800,3600,Alaga Spot,phone,transfer,0
2026-07-06,BD30749,Chicken (piece),1,1500,1500,Jummie Kitchen,Phone,POS,300
14/07/2026,BD57227,Meat Pie,1,800,800,Jummie Kitchen,App,Cash,200
2026-06-04,BD78852,Fried Rice,1,1800,1800,Munchies,phone,transfer,0
04/06/2026,BD22989,Bottled Water,2,200,400,Munchies,walk-in,POS,0
12-Jul-2026,BD84311,Jollof Rice,1,1800,1800,Alaga Spot,app,card,500
21-Jun-2026,BD54829,White Rice & Stew,2,1500,3000,Jummie Kitchen,APP,Transfer,200
24/07/2026,BD20769,Moi Moi,1,700,700,Munchies,phone,cash,300
06/05/2026,BD95814,Chicken (piece),1,"NGN1,500",1500,Butter N Crumbs,walk-in,Cash,300
12/06/2026,BD86865,Chicken (piece),1,1500,1500,Alaga Spot,app,Transfer,500
12/06/2026,BD91684,Beef (piece),1,800,800,Munchies,App,Transfer,0
21/06/2026,BD13007,Bottled Water,1,200,200,Amala Pavilion,Walk In,cash,0
12/05/2026,BD55332,  BOTTLED WATER  ,4,200,800,Amala Pavilion,walk-in,pos,0
10-Jul-2026,BD41816,Eba & Okra,1,1500,1500,Alaga Spot,phone,POS,200
10/06/2026,BD64109,Fish (piece),1,1200,1200,Jummie Kitchen,,,0
09/07/2026,BD46204,Amala & Ewedu,1,2000,2000,Amala Pavilion,App,POS,500
04/05/2026,BD24871,Pounded Yam & Egusi,1,2500,2500,Munchies,APP,Cash,200
14/07/2026,BD42320,Fish (piece),1,1200,1200,Munchies,walkin,cash,500
01/05/2026,BD26828,Soft Drink,1,400,400,Butter N Crumbs,APP,cash,500
06/07/2026,BD53075,Bottled Water,1,200,200,Butter N Crumbs,Walk In,POS,200
11/07/2026,BD35509,Chicken (piece),1,1500,1500,Butter N Crumbs,APP,pos,0
21/06/2026,BD69168,Fried Rice,1,1800,1800,Butter N Crumbs,walk-in,POS,200
07-May-2026,BD35430,Pounded Yam & Egusi,4,2500,10000,Butter N Crumbs,Phone,Cash,200
14/07/2026,BD11699,Meat Pie,3,800,2400,Alaga Spot,walkin,POS,200
08/07/2026,BD37502,White Rice & Stew,2,1500,3000,Jummie Kitchen,walkin,card,300
12/06/2026,BD45171,Meat Pie,2,800,1600,Butter N Crumbs,app,Transfer,0
17/06/2026,BD22272,Soft Drink,1,400,400,Munchies,App,POS,200
2026-06-16,BD66840,Bottled Water,1,200,200,Alaga Spot,App,cash,0
01/06/2026,BD31627,White Rice & Stew,2,1500,3000,Butter N Crumbs,app,Transfer,0
17-May-2026,BD88647,Bottled Water,1,200,200,Jummie Kitchen,APP,POS,0
01/07/2026,BD42062,Pounded Yam & Egusi,1,2500,2500,Amala Pavilion,phone,cash,500
22/07/2026,BD34582,Amala & Ewedu,4,2061,8244,Alaga Spot,app,Cash,0
19/07/2026,BD81817,Soft Drink,1,NGN400,400,Jummie Kitchen,walkin,card,0
04/05/2026,BD13783,Zobo,1,500,500,Butter N Crumbs,walk-in,POS,0
02/06/2026,BD22844,Fish (piece),2,1239,2478,Alaga Spot,,,0
19/05/2026,BD16157,Bottled Water,2,NGN200,400,Amala Pavilion,phone,pos,200
05/05/2026,BD33600,White Rice & Stew,1,1500,1500,Munchies,,,0
21-Jun-2026,BD26350,Jollof Rice,1,1800,1800,Amala Pavilion,phone,Cash,200
2026-07-14,BD18769,Puff Puff (6pcs),4,500,2000,Amala Pavilion,Walk In,Transfer,0
20-May-2026,BD90482,Jollof Rice,2,1800,3600,Butter N Crumbs,APP,Cash,0
18/06/2026,BD89261,Fish (piece),2,1200,2400,Jummie Kitchen,walk-in,card,300
30/05/2026,BD74788,Beef (piece),2,800,1600,Munchies,App,Transfer,0
13/06/2026,BD18280,Moi Moi,1,773,773,Munchies,APP,POS,0
25/06/2026,BD25035,  FISH (PIECE)  ,4,1225,4900,Alaga Spot,App,card,0
24/06/2026,BD12716,Puff Puff (6pcs),1,500,500,Amala Pavilion,walk-in,POS,0
2026-05-22,BD85354,  AMALA & EWEDU  ,2,2000,4000,Alaga Spot,phone,card,0
02-May-2026,BD97900,Fish (piece),1,1200,1200,Amala Pavilion,App,POS,200
19/05/2026,BD89822,Zobo,1,500,500,Alaga Spot,Walk In,Cash,200
28/05/2026,BD64257,Zobo,3,500,1500,Munchies,Walk In,card,200
2026-05-02,BD63964,Zobo,1,500,500,Alaga Spot,Walk In,Transfer,0
2026-06-24,BD46208,Zobo,1,500,500,Munchies,walkin,pos,500
28/05/2026,BD48074,Puff Puff (6pcs),2,500,1000,Munchies,App,transfer,300
09/06/2026,BD75325,White Rice & Stew,2,1500,3000,Munchies,APP,POS,200
2026-05-22,BD85354,  AMALA & EWEDU  ,2,2000,4000,Alaga Spot,phone,card,0
20/05/2026,BD94613,Eba & Okra,2,1500,3000,Jummie Kitchen,APP,card,0
09/06/2026,BD49522,  ZOBO  ,2,500,1000,Butter N Crumbs,walkin,Cash,0
16/07/2026,BD28920,Zobo,2,500,1000,Jummie Kitchen,walk-in,pos,300
08-May-2026,BD69130,White Rice & Stew,2,1500,3000,Munchies,phone,transfer,300
15/07/2026,BD21284,Zobo,3,500,1500,Amala Pavilion,Walk In,cash,0
27/06/2026,BD20242,Puff Puff (6pcs),1,500,500,Butter N Crumbs,Walk In,transfer,0
23/06/2026,BD48466,Puff Puff (6pcs),1,513,513,Butter N Crumbs,walkin,Cash,0
21/05/2026,BD51405,Fried Rice,1,1800,1800,Munchies,APP,Cash,500
04/07/2026,BD56924,Eba & Okra,1,1500,1500,Amala Pavilion,APP,pos,0
04/05/2026,BD71993,Amala & Ewedu,3,2000,6000,Amala Pavilion,phone,POS,0
05/07/2026,BD74324,Moi Moi,4,800,3200,Amala Pavilion,APP,Cash,500
28/06/2026,BD71585,White Rice & Stew,1,1500,1500,Alaga Spot,app,pos,300
06/07/2026,BD21974,White Rice & Stew,1,1500,1500,Munchies,APP,card,200
06/06/2026,BD24671,Moi Moi,3,700,2100,Butter N Crumbs,App,card,500
08/06/2026,BD76932,Jollof Rice,1,1800,1800,Munchies,Phone,POS,500
24/06/2026,BD66472,Fried Rice,1,1800,1800,Munchies,Phone,cash,200
10/05/2026,BD17897,Jollof Rice,1,1800,1800,Munchies,Phone,transfer,200
20/05/2026,BD73682,Fried Rice,1,1800,1800,Butter N Crumbs,Walk In,POS,500
12/06/2026,BD35688,  FISH (PIECE)  ,1,1200,1200,Jummie Kitchen,App,transfer,0
24/07/2026,BD79514,Bottled Water,1,200,200,Munchies,walk-in,POS,0
17/05/2026,BD46291,Puff Puff (6pcs),1,500,500,Jummie Kitchen,walk-in,Transfer,500
19/07/2026,BD88616,Soft Drink,1,NGN400,400,Jummie Kitchen,App,card,300
09/06/2026,BD49888,Pounded Yam & Egusi,1,2500,2500,Jummie Kitchen,walkin,transfer,200
13/07/2026,BD85189,  JOLLOF RICE  ,1,1800,1800,Amala Pavilion,walk-in,Cash,300
20/06/2026,BD61202,Bottled Water,1,200,200,Alaga Spot,App,cash,300
31/05/2026,BD57044,Fish (piece),2,1200,2400,Jummie Kitchen,phone,transfer,0
04/07/2026,BD28958,Amala & Ewedu,1,2000,2000,Amala Pavilion,Walk In,cash,300
15-May-2026,BD52899,  ZOBO  ,1,500,500,Amala Pavilion,app,cash,0
2026-06-01,BD41258,Fish (piece),1,1087,1087,Munchies,Walk In,Cash,500
26-Jul-2026,BD11957,Eba & Okra,1,1500,1500,Amala Pavilion,App,POS,0
2026-06-15,BD52229,  BEEF (PIECE)  ,1,800,800,Jummie Kitchen,,,200
19/05/2026,BD66757,Zobo,1,500,500,Amala Pavilion,App,card,0
28/05/2026,BD14813,Soft Drink,2,374,748,Munchies,Walk In,cash,0
06-Jun-2026,BD41205,Bottled Water,3,200,600,Jummie Kitchen,walkin,pos,500
29/07/2026,BD73074,Soft Drink,1,400,400,Alaga Spot,app,Transfer,500
18/06/2026,BD37784,White Rice & Stew,1,1500,1500,Jummie Kitchen,App,Cash,0
12/06/2026,BD53452,Puff Puff (6pcs),2,500,1000,Amala Pavilion,walk-in,Cash,0
04/06/2026,BD37504,Soft Drink,2,400,800,Munchies,phone,POS,0
17/05/2026,BD52056,White Rice & Stew,1,1500,1500,Amala Pavilion,App,Transfer,300
17/05/2026,BD25176,Beef (piece),1,800,800,Amala Pavilion,App,card,200
13/07/2026,BD74071,White Rice & Stew,3,1500,4500,Munchies,Phone,POS,0
27/06/2026,BD55587,Meat Pie,1,800,800,Butter N Crumbs,walkin,pos,200
09/05/2026,BD85598,Jollof Rice,2,"NGN1,640",3280,Alaga Spot,phone,card,0
14/06/2026,BD94153,  EBA & OKRA  ,1,1500,1500,Butter N Crumbs,Phone,POS,200
20/07/2026,BD94930,Puff Puff (6pcs),3,500,1500,Munchies,app,Cash,0
21/07/2026,BD62751,Bottled Water,2,200,400,Alaga Spot,Phone,pos,500
19/07/2026,BD76315,  JOLLOF RICE  ,2,1800,3600,Alaga Spot,phone,cash,300
28/06/2026,BD65898,Eba & Okra,2,1500,3000,Alaga Spot,app,cash,500
06-May-2026,BD78347,Chicken (piece),1,1500,1500,Munchies,app,Cash,300
01/05/2026,BD28301,Moi Moi,3,700,2100,Butter N Crumbs,Walk In,POS,500
15-Jul-2026,BD67061,Bottled Water,1,200,200,Amala Pavilion,walk-in,POS,0
08/05/2026,BD69914,  AMALA & EWEDU  ,1,2009,2009,Amala Pavilion,app,POS,500
08/06/2026,BD40765,Fried Rice,2,1800,3600,Munchies,app,cash,200
24/06/2026,BD23242,Zobo,1,500,500,Butter N Crumbs,phone,Cash,300
11/05/2026,BD18819,Bottled Water,3,200,600,Munchies,Phone,card,0
08/07/2026,BD42636,Pounded Yam & Egusi,2,2500,5000,Munchies,APP,card,0
17-May-2026,BD84537,  FISH (PIECE)  ,1,1200,1200,Alaga Spot,walk-in,pos,0
27/05/2026,BD59856,Zobo,1,500,500,Amala Pavilion,app,card,0
2026-07-19,BD31416,Pounded Yam & Egusi,4,2500,10000,Jummie Kitchen,Phone,pos,0
05/06/2026,BD73508,Eba & Okra,1,1500,1500,Alaga Spot,Phone,transfer,0
2026-05-12,BD64827,Chicken (piece),1,1500,1500,Jummie Kitchen,App,transfer,0
14/07/2026,BD44177,Soft Drink,1,400,400,Munchies,app,transfer,0
11/05/2026,BD38444,Amala & Ewedu,2,2000,4000,Jummie Kitchen,Walk In,transfer,0
14/06/2026,BD72616,  BEEF (PIECE)  ,1,800,800,Jummie Kitchen,app,POS,0
28/06/2026,BD86645,Zobo,1,500,500,Butter N Crumbs,Walk In,pos,200
03/05/2026,BD72616,Puff Puff (6pcs),1,NGN500,500,Munchies,phone,Cash,0
10/05/2026,BD53007,Zobo,1,500,500,Amala Pavilion,App,POS,0
01/06/2026,BD55593,Chicken (piece),4,1500,6000,Butter N Crumbs,walk-in,Transfer,0
2026-05-31,BD46226,Beef (piece),3,800,2400,Jummie Kitchen,Walk In,Transfer,0
17/06/2026,BD65009,Chicken (piece),2,1500,3000,Jummie Kitchen,phone,Cash,0
12/07/2026,BD73790,Eba & Okra,1,1500,1500,Butter N Crumbs,app,POS,0
20/05/2026,BD78337,Zobo,1,572,572,Jummie Kitchen,Walk In,card,500
14/05/2026,BD62727,  BEEF (PIECE)  ,2,800,1600,Butter N Crumbs,APP,cash,0
2026-06-20,BD24438,  AMALA & EWEDU  ,4,2079,8316,Jummie Kitchen,walkin,pos,0
29/06/2026,BD76614,Eba & Okra,1,1500,1500,Amala Pavilion,Walk In,cash,300
18/05/2026,BD85108,Moi Moi,2,700,1400,Amala Pavilion,Phone,cash,0
19/06/2026,BD59528,White Rice & Stew,2,1500,3000,Munchies,app,pos,0
27/06/2026,BD25149,Fish (piece),1,1200,1200,Butter N Crumbs,walkin,cash,0
13/05/2026,BD52727,Chicken (piece),1,1500,1500,Munchies,Walk In,POS,300
22-May-2026,BD92660,White Rice & Stew,1,1500,1500,Jummie Kitchen,Phone,cash,200
15/05/2026,BD86638,Amala & Ewedu,1,2000,2000,Munchies,APP,Cash,300
01/05/2026,BD23434,Fried Rice,1,1800,1800,Butter N Crumbs,App,card,300
27-May-2026,BD42207,Puff Puff (6pcs),1,500,500,Amala Pavilion,,,300
14/06/2026,BD63580,Moi Moi,1,700,700,Munchies,phone,card,0
29/05/2026,BD32387,Fried Rice,1,1800,1800,Jummie Kitchen,APP,card,0
06/06/2026,BD49309,Eba & Okra,2,1500,3000,Butter N Crumbs,walkin,Transfer,300
27/06/2026,BD14701,Amala & Ewedu,1,2000,2000,Amala Pavilion,Phone,transfer,0
15/05/2026,BD38707,  EBA & OKRA  ,1,1500,1500,Jummie Kitchen,app,pos,300
28/06/2026,BD89327,Meat Pie,1,800,800,Amala Pavilion,walk-in,card,0
22/05/2026,BD78909,Pounded Yam & Egusi,1,"NGN2,500",2500,Amala Pavilion,app,card,200
29/07/2026,BD52960,Fried Rice,1,1800,1800,Alaga Spot,APP,cash,500
07/06/2026,BD62279,Fish (piece),1,1200,1200,Alaga Spot,phone,transfer,0
23-Jun-2026,BD94984,Moi Moi,1,700,700,Amala Pavilion,App,POS,0
2026-06-14,BD57131,Pounded Yam & Egusi,3,2500,7500,Alaga Spot,Phone,Cash,300
02/05/2026,BD12560,Amala & Ewedu,2,2000,4000,Butter N Crumbs,phone,Cash,0
16/05/2026,BD53406,Amala & Ewedu,2,2000,4000,Alaga Spot,walkin,cash,0
14/06/2026,BD75878,Eba & Okra,1,1500,1500,Amala Pavilion,walk-in,Transfer,0
07/06/2026,BD71352,Pounded Yam & Egusi,1,2500,2500,Jummie Kitchen,phone,Transfer,200
02/05/2026,BD70332,Moi Moi,3,700,2100,Alaga Spot,walk-in,transfer,0
23/05/2026,BD82034,Zobo,1,500,500,Jummie Kitchen,Phone,POS,200
04-Jul-2026,BD97613,Meat Pie,2,800,1600,Amala Pavilion,walk-in,pos,0
21/07/2026,BD94783,Beef (piece),1,800,800,Amala Pavilion,,,0
14/05/2026,BD37925,Jollof Rice,2,1800,3600,Alaga Spot,phone,card,300
10/05/2026,BD70150,Puff Puff (6pcs),1,500,500,Alaga Spot,app,POS,200
2026-07-05,BD33183,Puff Puff (6pcs),1,500,500,Butter N Crumbs,App,pos,500
09/07/2026,BD61088,Pounded Yam & Egusi,1,2500,2500,Amala Pavilion,Phone,Cash,200
24/05/2026,BD88632,Meat Pie,1,800,800,Jummie Kitchen,walkin,card,200
18/07/2026,BD52092,Amala & Ewedu,2,2000,4000,Amala Pavilion,APP,transfer,200
02-Jul-2026,BD38036,Soft Drink,1,400,400,Jummie Kitchen,APP,pos,300
09/07/2026,BD49167,Bottled Water,2,200,400,Butter N Crumbs,Phone,Transfer,0
23-Jun-2026,BD58349,Amala & Ewedu,1,2000,2000,Butter N Crumbs,app,POS,0
28/07/2026,BD96364,Eba & Okra,2,1500,3000,Alaga Spot,walk-in,POS,200
2026-07-20,BD20793,Zobo,1,500,500,Butter N Crumbs,app,pos,0
2026-05-12,BD36188,Soft Drink,2,400,800,Butter N Crumbs,APP,POS,500
21/06/2026,BD70390,Pounded Yam & Egusi,1,2500,2500,Amala Pavilion,Walk In,pos,300
07/05/2026,BD26750,Pounded Yam & Egusi,1,2500,2500,Butter N Crumbs,App,POS,300
03/05/2026,BD23006,Moi Moi,1,700,700,Alaga Spot,walk-in,cash,0
11/07/2026,BD39225,  BEEF (PIECE)  ,2,873,1746,Munchies,App,Transfer,300
03/07/2026,BD46038,Meat Pie,3,800,2400,Amala Pavilion,app,POS,200
18/07/2026,BD12867,Amala & Ewedu,2,2000,4000,Jummie Kitchen,walkin,Cash,0
10-Jun-2026,BD47912,Jollof Rice,1,1800,1800,Alaga Spot,app,transfer,300
17/05/2026,BD73908,White Rice & Stew,1,1500,1500,Alaga Spot,walkin,POS,0
16/05/2026,BD29360,Zobo,2,500,1000,Alaga Spot,App,pos,500
08/05/2026,BD31842,Beef (piece),1,800,800,Jummie Kitchen,Phone,transfer,200
2026-07-23,BD87553,Fish (piece),1,1200,1200,Butter N Crumbs,walkin,Cash,0
17/07/2026,BD17863,Pounded Yam & Egusi,1,2500,2500,Munchies,App,card,200
02-May-2026,BD17685,White Rice & Stew,1,1500,1500,Munchies,phone,cash,300
08/05/2026,BD39430,  MEAT PIE  ,1,800,800,Munchies,walkin,pos,0
17-Jul-2026,BD80210,Puff Puff (6pcs),1,500,500,Munchies,Walk In,card,0
03-Jun-2026,BD67947,Beef (piece),1,800,800,Munchies,Phone,transfer,0
06/05/2026,BD27038,Bottled Water,3,222,666,Alaga Spot,App,POS,0
21/06/2026,BD68209,Fish (piece),2,1200,2400,Munchies,Walk In,pos,300
12/05/2026,BD83339,Jollof Rice,1,1800,1800,Alaga Spot,APP,POS,300
2026-05-27,BD67577,Bottled Water,1,200,200,Amala Pavilion,walkin,pos,300
15/07/2026,BD20567,Amala & Ewedu,1,2000,2000,Jummie Kitchen,APP,Cash,0
28/06/2026,BD57408,Pounded Yam & Egusi,1,2500,2500,Jummie Kitchen,app,transfer,200
04/05/2026,BD40595,Pounded Yam & Egusi,2,2500,5000,Butter N Crumbs,walk-in,Cash,0
2026-07-14,BD68547,Fried Rice,1,1800,1800,Butter N Crumbs,APP,card,300
06/06/2026,BD90586,Puff Puff (6pcs),1,500,500,Amala Pavilion,walk-in,Cash,0
19/07/2026,BD75388,Moi Moi,1,700,700,Amala Pavilion,app,card,200
01/07/2026,BD72064,Chicken (piece),1,1500,1500,Butter N Crumbs,walk-in,transfer,300
25/07/2026,BD69183,Chicken (piece),2,1500,3000,Munchies,app,card,200
18/05/2026,BD96732,Meat Pie,1,800,800,Amala Pavilion,walkin,POS,300
05-May-2026,BD49608,Beef (piece),1,800,800,Munchies,APP,transfer,0
16/07/2026,BD24664,Soft Drink,2,400,800,Butter N Crumbs,app,card,0
19/05/2026,BD38992,White Rice & Stew,1,1500,1500,Jummie Kitchen,walkin,cash,200
04/05/2026,BD62757,Zobo,1,500,500,Butter N Crumbs,Phone,Cash,0
04/05/2026,BD71894,Meat Pie,2,800,1600,Butter N Crumbs,APP,Cash,0
14/05/2026,BD87814,Fish (piece),1,1200,1200,Amala Pavilion,app,transfer,200
01-May-2026,BD53309,  FISH (PIECE)  ,2,1200,2400,Alaga Spot,Walk In,POS,300
09/05/2026,BD30056,Meat Pie,3,800,2400,Alaga Spot,walkin,POS,0
10/05/2026,BD94656,Moi Moi,1,700,700,Jummie Kitchen,,,300
30-Jun-2026,BD80256,Pounded Yam & Egusi,1,2500,2500,Munchies,walkin,Transfer,500
15/05/2026,BD86823,Eba & Okra,2,1500,3000,Munchies,app,transfer,0
02-Jul-2026,BD65858,Zobo,1,500,500,Jummie Kitchen,walkin,card,300
23-May-2026,BD50549,Chicken (piece),1,1500,1500,Jummie Kitchen,Phone,POS,0
11-Jul-2026,BD34837,Moi Moi,2,NGN700,1400,Amala Pavilion,Walk In,card,0
14/05/2026,BD75065,Fried Rice,1,1800,1800,Butter N Crumbs,Walk In,Transfer,200
29/07/2026,BD35448,Bottled Water,2,200,400,Butter N Crumbs,App,POS,500
08-Jun-2026,BD49013,Soft Drink,1,400,400,Amala Pavilion,Phone,card,200
21/07/2026,BD96117,Fish (piece),2,1200,2400,Amala Pavilion,Phone,Cash,200
2026-05-25,BD21743,Pounded Yam & Egusi,2,2500,5000,Amala Pavilion,phone,cash,200
02-Jun-2026,BD21334,Zobo,1,500,500,Butter N Crumbs,Phone,pos,0
02/07/2026,BD25760,Meat Pie,1,800,800,Amala Pavilion,walkin,Transfer,0
25/06/2026,BD87182,Bottled Water,2,200,400,Jummie Kitchen,phone,transfer,0
20/06/2026,BD59487,Moi Moi,3,NGN700,2100,Alaga Spot,walk-in,Cash,500
19/07/2026,BD89818,White Rice & Stew,1,1500,1500,Butter N Crumbs,Walk In,Cash,0
28/06/2026,BD85398,Beef (piece),1,800,800,Alaga Spot,walkin,Transfer,200
2026-05-16,BD23124,Eba & Okra,2,1500,3000,Alaga Spot,Walk In,card,0
22/06/2026,BD12035,  BEEF (PIECE)  ,1,800,800,Jummie Kitchen,walkin,cash,0
14/05/2026,BD89551,Soft Drink,2,400,800,Amala Pavilion,Walk In,POS,0
